text,congruent,letterColor,correctResponse,reactionTime,participant,group
blue,cong,blue,1,1.076739626,1,L1
blue,incong,green,1,1.216491585,1,L1
green,cong,green,1,1.015886167,1,L1
red,cong,red,1,0.921247538,1,L1
red,incong,green,1,1.156696,1,L1
red,cong,red,1,0.965461124,1,L1
red,incong,blue,1,0.927329701,1,L1
green,cong,green,1,0.571405403,1,L1
blue,incong,red,1,1.585865756,1,L1
blue,cong,blue,1,0.838077957,1,L1
green,incong,blue,1,1.735684571,1,L1
green,incong,red,1,1.50961319,1,L1
green,incong,blue,1,1.608805208,1,L1
blue,incong,green,1,0.991142333,1,L1
green,cong,green,1,0.858446925,1,L1
blue,incong,red,1,1.002052651,1,L1
red,cong,red,1,0.783826764,1,L1
blue,cong,blue,1,0.768414091,1,L1
red,incong,green,1,0.810591645,1,L1
red,cong,red,1,0.850796995,1,L1
blue,cong,blue,1,0.763733379,1,L1
red,incong,blue,1,1.592513827,1,L1
green,cong,green,1,0.630493538,1,L1
green,incong,red,1,1.032660549,1,L1
blue,incong,green,1,1.211880451,1,L1
green,incong,blue,1,1.500920496,1,L1
green,incong,red,1,1.561802123,1,L1
blue,cong,blue,1,1.067680569,1,L1
blue,cong,blue,1,0.635825373,1,L1
red,incong,green,1,0.909228145,1,L1
blue,incong,red,1,1.129892083,1,L1
green,cong,green,1,0.87815413,1,L1
green,cong,green,1,0.513059769,1,L1
red,incong,blue,1,1.46430806,1,L1
red,cong,red,1,3.862101565,1,L1
red,cong,red,1,0.556801952,1,L1
red,cong,red,1,0.490692234,1,L1
blue,cong,blue,1,0.560603539,1,L1
red,incong,green,1,1.072976,1,L1
blue,incong,red,1,0.900966371,1,L1
blue,cong,blue,1,0.740740038,1,L1
red,incong,blue,1,1.385186772,1,L1
green,incong,blue,1,1.599581525,1,L1
red,cong,red,1,0.870797885,1,L1
green,cong,green,1,0.750627029,1,L1
blue,incong,green,1,0.610631333,1,L1
green,cong,green,1,0.571085599,1,L1
green,incong,red,1,0.752365119,1,L1
green,cong,green,1,0.831868026,1,L1
red,cong,red,1,0.638521379,1,L1
blue,cong,blue,1,0.552400038,1,L1
red,incong,blue,1,0.948338529,1,L1
blue,cong,blue,1,0.771849086,1,L1
red,cong,red,1,0.63749211,1,L1
blue,incong,red,1,0.90085,1,L1
green,incong,red,0,0.536082212,1,L1
red,incong,green,1,1.168778484,1,L1
green,cong,green,1,0.691998888,1,L1
blue,incong,green,1,1.085660388,1,L1
green,incong,blue,1,1.148376502,1,L1
green,incong,red,1,0.9945549,2,L1
red,incong,green,0,0.516115318,2,L1
blue,cong,blue,1,0.339966328,2,L1
red,cong,red,1,0.630825242,2,L1
green,incong,blue,1,0.681346559,2,L1
green,cong,green,1,0.64061906,2,L1
blue,cong,blue,1,0.66119728,2,L1
green,cong,green,1,0.658239684,2,L1
red,incong,blue,1,0.790195833,2,L1
blue,incong,green,1,0.869523121,2,L1
red,cong,red,1,0.663840019,2,L1
blue,incong,red,1,0.575054945,2,L1
red,cong,red,1,0.452020243,2,L1
blue,cong,blue,1,0.663015401,2,L1
green,incong,red,1,1.214697133,2,L1
green,cong,green,1,0.671743789,2,L1
blue,incong,red,1,1.044300012,2,L1
green,cong,green,1,0.716255873,2,L1
green,incong,blue,1,0.701089244,2,L1
blue,cong,blue,1,0.573454262,2,L1
red,incong,green,1,0.635323952,2,L1
blue,incong,green,1,1.084727,2,L1
red,cong,red,1,0.626221227,2,L1
red,incong,blue,1,0.632349971,2,L1
red,incong,blue,1,1.006296327,2,L1
green,cong,green,1,0.833568639,2,L1
red,cong,red,1,0.529072643,2,L1
blue,cong,blue,1,0.678029241,2,L1
green,cong,green,1,0.742348584,2,L1
blue,incong,red,1,1.06386378,2,L1
blue,cong,blue,1,0.619022612,2,L1
red,incong,green,1,0.974544658,2,L1
green,incong,red,1,1.606058168,2,L1
blue,incong,green,1,1.045877106,2,L1
red,cong,red,1,0.727438428,2,L1
green,incong,blue,1,1.002376,2,L1
red,cong,red,1,0.784140903,2,L1
red,cong,red,1,0.656347193,2,L1
red,incong,green,1,0.760067677,2,L1
blue,incong,green,1,0.718816609,2,L1
red,incong,blue,1,0.894103655,2,L1
blue,cong,blue,1,0.56829125,2,L1
green,cong,green,1,0.606948059,2,L1
green,incong,red,1,1.177743322,2,L1
blue,incong,red,1,1.089543407,2,L1
green,cong,green,1,0.634160036,2,L1
green,incong,blue,1,1.078549563,2,L1
blue,cong,blue,1,0.737292066,2,L1
blue,cong,blue,1,0.357722759,2,L1
red,incong,green,1,0.724172515,2,L1
red,cong,red,1,0.735723938,2,L1
blue,cong,blue,1,0.855244134,2,L1
green,incong,red,1,1.108174499,2,L1
green,cong,green,1,1.274229908,2,L1
red,cong,red,1,0.773039182,2,L1
red,incong,blue,1,1.030915,2,L1
blue,incong,red,1,0.797949861,2,L1
green,cong,green,1,0.428445193,2,L1
blue,incong,green,0,0.627587679,2,L1
green,incong,blue,1,0.721661096,2,L1
red,incong,green,1,0.787594684,3,L1
blue,cong,blue,1,0.498298022,3,L1
green,incong,blue,1,0.724184973,3,L1
blue,incong,red,1,0.713111597,3,L1
green,cong,green,1,0.51282586,3,L1
red,cong,red,1,0.610584595,3,L1
red,cong,red,1,0.574026199,3,L1
red,incong,blue,1,0.636967572,3,L1
green,cong,green,1,0.562812872,3,L1
green,incong,red,1,1.019595594,3,L1
blue,cong,blue,1,0.732802847,3,L1
blue,incong,green,1,0.9280508,3,L1
red,cong,red,1,0.559609845,3,L1
blue,cong,blue,1,0.815939624,3,L1
blue,incong,green,1,1.259393257,3,L1
green,incong,blue,1,1.40301791,3,L1
red,incong,blue,1,0.640319693,3,L1
blue,incong,red,1,0.553176687,3,L1
blue,cong,blue,1,0.585386251,3,L1
green,incong,red,1,1.587147879,3,L1
green,cong,green,1,0.633096938,3,L1
red,cong,red,1,1.247665303,3,L1
green,cong,green,1,0.847564358,3,L1
red,incong,green,1,0.842542738,3,L1
green,cong,green,1,0.639368179,3,L1
red,incong,green,1,0.484240361,3,L1
red,cong,red,1,0.65187636,3,L1
blue,cong,blue,1,0.820605144,3,L1
green,incong,blue,1,0.875857155,3,L1
blue,incong,green,1,0.769493702,3,L1
blue,incong,red,1,0.9493479,3,L1
green,incong,red,1,0.648034663,3,L1
blue,cong,blue,1,0.651612682,3,L1
green,cong,green,1,1.22731007,3,L1
red,cong,red,1,0.636387459,3,L1
red,incong,blue,1,0.714046987,3,L1
blue,incong,green,1,0.731190821,3,L1
blue,cong,blue,1,0.685552708,3,L1
green,incong,red,1,1.615754931,3,L1
red,incong,green,1,0.717939504,3,L1
green,cong,green,1,0.960647561,3,L1
blue,incong,red,1,0.904885609,3,L1
red,incong,blue,1,0.510575295,3,L1
green,incong,blue,1,0.9282586,3,L1
blue,cong,blue,1,0.563082614,3,L1
red,cong,red,1,1.432192593,3,L1
green,cong,green,1,0.597710259,3,L1
red,cong,red,1,0.660176911,3,L1
blue,cong,blue,1,0.577564925,3,L1
green,cong,green,1,0.53707003,3,L1
blue,incong,red,1,0.893223293,3,L1
red,cong,red,1,1.187375166,3,L1
green,cong,green,1,0.743272117,3,L1
green,incong,red,0,0.695493209,3,L1
blue,cong,blue,1,0.544192666,3,L1
green,incong,blue,0,0.936807595,3,L1
blue,incong,green,1,0.675265463,3,L1
red,incong,blue,1,1.34903856,3,L1
red,incong,green,1,1.544539139,3,L1
red,cong,red,1,1.003329669,3,L1
red,incong,green,0,1.433326209,4,L1
green,incong,blue,1,1.050412077,4,L1
green,cong,green,1,0.886749558,4,L1
blue,incong,red,1,0.556842149,4,L1
blue,incong,green,0,1.076226576,4,L1
blue,cong,blue,1,0.685095239,4,L1
red,cong,red,1,0.961335657,4,L1
green,cong,green,1,0.922236142,4,L1
blue,cong,blue,1,0.784279937,4,L1
green,incong,red,1,1.082587296,4,L1
red,cong,red,1,0.695033524,4,L1
red,incong,blue,1,0.8983661,4,L1
red,cong,red,1,1.098239607,4,L1
blue,incong,red,1,0.647500124,4,L1
green,cong,green,1,0.689418651,4,L1
red,incong,green,1,1.255075579,4,L1
blue,cong,blue,1,1.250932107,4,L1
blue,incong,green,1,1.356217057,4,L1
red,incong,blue,1,1.078349298,4,L1
green,cong,green,1,0.864625408,4,L1
green,incong,red,1,1.678267721,4,L1
green,incong,blue,1,1.095680636,4,L1
red,cong,red,1,1.028853756,4,L1
blue,cong,blue,1,0.789156039,4,L1
blue,incong,green,1,0.81087542,4,L1
blue,cong,blue,1,1.000470339,4,L1
green,incong,blue,1,1.493113862,4,L1
blue,incong,red,1,1.397760661,4,L1
green,cong,green,1,1.099571152,4,L1
red,incong,green,1,0.891073423,4,L1
green,cong,green,1,0.829302759,4,L1
red,cong,red,1,1.949870564,4,L1
red,cong,red,1,0.797286017,4,L1
blue,cong,blue,1,0.789490065,4,L1
red,incong,blue,1,1.360064117,4,L1
green,incong,red,1,0.894009025,4,L1
green,cong,green,1,0.674580992,4,L1
green,incong,blue,1,0.777318113,4,L1
red,incong,green,1,0.90423972,4,L1
red,cong,red,1,0.608727996,4,L1
blue,cong,blue,1,0.641076698,4,L1
blue,incong,green,1,0.887721737,4,L1
red,incong,blue,1,0.964534204,4,L1
green,cong,green,1,0.712563072,4,L1
blue,incong,red,1,0.634686313,4,L1
green,incong,red,1,0.835078733,4,L1
red,cong,red,1,0.826408909,4,L1
blue,cong,blue,1,0.997899631,4,L1
blue,incong,red,1,0.864988646,4,L1
red,cong,red,1,0.797234156,4,L1
red,cong,red,1,0.791249371,4,L1
blue,cong,blue,1,0.737043246,4,L1
green,incong,blue,1,0.908005038,4,L1
green,incong,red,1,0.718620796,4,L1
red,incong,green,1,0.8311811,4,L1
red,incong,blue,1,1.195876817,4,L1
blue,incong,green,1,1.368277679,4,L1
green,cong,green,0,6.108736623,4,L1
blue,cong,blue,0,1.110732167,4,L1
green,cong,green,1,1.087220152,4,L1
blue,cong,blue,1,1.649158821,5,L1
green,incong,red,1,1.389376087,5,L1
red,incong,green,1,1.480258003,5,L1
red,cong,red,1,1.41983373,5,L1
blue,cong,blue,1,1.126416087,5,L1
green,cong,green,1,0.842991196,5,L1
green,incong,blue,1,1.392565518,5,L1
blue,incong,green,1,1.4581059,5,L1
green,cong,green,1,1.062395139,5,L1
red,cong,red,1,1.182616392,5,L1
red,incong,blue,1,1.064763726,5,L1
blue,incong,red,1,1.572783304,5,L1
green,incong,red,1,1.085731559,5,L1
red,cong,red,1,1.212136223,5,L1
red,cong,red,1,0.638792621,5,L1
blue,incong,green,1,1.402728819,5,L1
green,cong,green,1,0.605397531,5,L1
blue,cong,blue,1,0.697994499,5,L1
blue,cong,blue,1,0.571228771,5,L1
green,incong,blue,1,1.060075346,5,L1
red,incong,blue,1,1.067097,5,L1
green,cong,green,1,0.785278359,5,L1
red,incong,green,1,0.647454009,5,L1
blue,incong,red,1,0.728450553,5,L1
red,cong,red,1,0.674914025,5,L1
blue,incong,green,1,0.932984111,5,L1
red,incong,green,1,0.673414135,5,L1
red,cong,red,1,0.871763462,5,L1
blue,incong,red,1,1.317139663,5,L1
blue,cong,blue,1,1.183149083,5,L1
green,cong,green,1,1.489322147,5,L1
red,incong,blue,1,0.996677059,5,L1
green,incong,blue,1,1.023408601,5,L1
blue,cong,blue,1,0.859885769,5,L1
green,incong,red,1,1.08121024,5,L1
green,cong,green,1,1.096326972,5,L1
green,incong,red,0,1.00216067,5,L1
red,incong,blue,1,1.060963824,5,L1
blue,incong,green,1,0.925454159,5,L1
red,cong,red,1,0.892460495,5,L1
blue,cong,blue,1,1.138983278,5,L1
green,incong,blue,1,1.075155655,5,L1
green,cong,green,1,0.928017053,5,L1
blue,incong,red,1,1.014712921,5,L1
green,cong,green,1,0.963074259,5,L1
red,incong,green,1,1.0453747,5,L1
red,cong,red,1,1.042347152,5,L1
blue,cong,blue,1,1.005381949,5,L1
blue,cong,blue,1,0.757790387,5,L1
red,cong,red,1,1.035410779,5,L1
red,cong,red,1,0.890341106,5,L1
green,incong,red,1,0.961468017,5,L1
blue,incong,red,1,0.84649617,5,L1
green,cong,green,1,0.935799364,5,L1
red,incong,blue,1,1.106716332,5,L1
blue,cong,blue,1,0.495554024,5,L1
blue,incong,green,1,0.817890127,5,L1
green,incong,blue,1,1.158516564,5,L1
red,incong,green,1,1.093455677,5,L1
green,cong,green,1,0.508773185,5,L1
blue,incong,green,1,0.845948452,6,L1
red,cong,red,1,0.612912073,6,L1
green,incong,red,0,0.637092378,6,L1
red,incong,blue,1,0.614459727,6,L1
red,cong,red,1,0.857071082,6,L1
red,incong,green,1,0.559144055,6,L1
blue,cong,blue,1,0.623757182,6,L1
blue,incong,red,1,0.815275818,6,L1
green,cong,green,1,0.526392536,6,L1
green,incong,blue,1,0.819802351,6,L1
green,cong,green,1,0.687436742,6,L1
blue,cong,blue,1,0.640654645,6,L1
green,cong,green,1,0.514100743,6,L1
blue,incong,red,1,0.8470427,6,L1
red,cong,red,1,0.465269789,6,L1
blue,cong,blue,1,0.680274006,6,L1
green,cong,green,1,0.470155794,6,L1
red,incong,green,1,1.151542902,6,L1
blue,cong,blue,1,0.562633095,6,L1
blue,incong,green,1,0.785507327,6,L1
red,cong,red,1,0.509941617,6,L1
green,incong,blue,1,1.06916956,6,L1
red,incong,blue,1,0.617781467,6,L1
green,incong,red,1,0.698241331,6,L1
green,cong,green,1,0.60050625,6,L1
red,cong,red,1,0.904749312,6,L1
red,incong,blue,1,0.611656358,6,L1
green,cong,green,1,0.793559571,6,L1
blue,cong,blue,1,0.469764928,6,L1
green,incong,red,1,0.698077715,6,L1
red,incong,green,1,0.906722293,6,L1
blue,cong,blue,1,0.605587845,6,L1
blue,incong,red,1,0.941920383,6,L1
red,cong,red,1,0.49005875,6,L1
blue,incong,green,1,0.698740492,6,L1
green,incong,blue,1,0.729756852,6,L1
blue,cong,blue,1,0.70975475,6,L1
green,cong,green,1,0.693498389,6,L1
blue,incong,green,0,0.520023685,6,L1
green,incong,red,1,0.756100581,6,L1
green,cong,green,1,0.750311788,6,L1
blue,incong,red,1,0.986629605,6,L1
red,incong,green,1,0.78294658,6,L1
red,incong,blue,1,0.443698452,6,L1
red,cong,red,1,0.880933635,6,L1
red,cong,red,1,0.545850043,6,L1
green,incong,blue,1,0.768293516,6,L1
blue,cong,blue,1,0.570691032,6,L1
red,incong,green,1,0.9057555,6,L1
red,cong,red,1,0.589270489,6,L1
green,incong,red,1,0.817686467,6,L1
red,incong,blue,1,0.70643131,6,L1
green,incong,blue,1,1.015819,6,L1
blue,incong,red,1,0.595522812,6,L1
red,cong,red,0,0.597396144,6,L1
green,cong,green,1,0.692766667,6,L1
blue,incong,green,1,0.738795456,6,L1
green,cong,green,1,0.732049891,6,L1
blue,cong,blue,1,0.582242145,6,L1
blue,cong,blue,1,0.704533498,6,L1
red,incong,green,0,0.907560332,7,L1
red,incong,blue,1,0.86020334,7,L1
red,cong,red,1,1.064825882,7,L1
green,cong,green,1,0.843031406,7,L1
green,incong,blue,1,1.155211514,7,L1
blue,incong,red,1,0.882303358,7,L1
blue,cong,blue,1,1.190562321,7,L1
red,cong,red,1,0.904944846,7,L1
blue,incong,green,1,1.031390443,7,L1
green,cong,green,1,0.883061173,7,L1
green,incong,red,1,0.8798537,7,L1
blue,cong,blue,1,1.224102673,7,L1
blue,incong,green,1,1.107492339,7,L1
red,cong,red,1,0.923630415,7,L1
red,incong,green,0,1.224740578,7,L1
red,cong,red,1,0.797931121,7,L1
blue,cong,blue,1,0.885778081,7,L1
red,incong,blue,1,1.311303145,7,L1
blue,incong,red,1,1.044959167,7,L1
blue,cong,blue,1,0.941762063,7,L1
green,cong,green,1,0.662969651,7,L1
green,incong,blue,1,1.918924309,7,L1
green,incong,red,1,1.076937527,7,L1
green,cong,green,1,1.267074652,7,L1
red,cong,red,1,1.114734252,7,L1
green,cong,green,1,1.101159256,7,L1
red,incong,green,1,0.991949694,7,L1
red,incong,blue,1,0.877863679,7,L1
blue,incong,red,1,0.933531303,7,L1
green,cong,green,1,1.128979958,7,L1
green,incong,blue,1,1.149608368,7,L1
blue,cong,blue,1,0.933707372,7,L1
green,incong,red,1,1.187655016,7,L1
blue,cong,blue,1,0.925128711,7,L1
red,cong,red,1,1.346458042,7,L1
blue,incong,green,1,2.133479896,7,L1
red,cong,red,1,0.98472868,7,L1
green,cong,green,1,2.373166964,7,L1
blue,cong,blue,1,0.664952936,7,L1
green,incong,red,1,1.312293388,7,L1
red,incong,green,1,1.076875494,7,L1
red,cong,red,1,0.871576091,7,L1
blue,incong,green,1,0.845387915,7,L1
red,incong,blue,1,0.686069214,7,L1
blue,incong,red,1,0.64154769,7,L1
green,cong,green,1,0.715045755,7,L1
green,incong,blue,1,1.072430299,7,L1
blue,cong,blue,1,0.698319204,7,L1
blue,cong,blue,1,0.633053725,7,L1
green,cong,green,1,0.662887666,7,L1
red,cong,red,1,0.600461417,7,L1
green,cong,green,1,0.754860259,7,L1
red,incong,green,1,1.060058,7,L1
red,cong,red,1,0.670530827,7,L1
green,incong,blue,1,1.049626768,7,L1
blue,cong,blue,1,0.617730833,7,L1
green,incong,red,1,0.877205216,7,L1
blue,incong,red,1,0.716827089,7,L1
red,incong,blue,1,0.831263411,7,L1
blue,incong,green,1,0.716667663,7,L1
green,incong,red,1,0.708925118,8,L1
green,cong,green,1,0.599831536,8,L1
green,incong,blue,1,0.37370671,8,L1
red,cong,red,1,0.593921442,8,L1
blue,cong,blue,1,0.639822904,8,L1
red,incong,blue,1,0.521774622,8,L1
blue,cong,blue,1,0.580754573,8,L1
green,cong,green,1,0.540769229,8,L1
red,incong,green,1,0.480580973,8,L1
red,cong,red,1,0.553079702,8,L1
blue,incong,red,1,0.485218548,8,L1
blue,incong,green,1,0.684200557,8,L1
green,incong,blue,1,0.673307385,8,L1
red,cong,red,1,0.749293516,8,L1
blue,cong,blue,1,0.627016176,8,L1
red,incong,green,1,0.779012751,8,L1
blue,incong,red,1,0.757575371,8,L1
red,cong,red,1,0.571682932,8,L1
red,incong,blue,1,0.804440344,8,L1
green,incong,red,1,0.756034989,8,L1
green,cong,green,1,0.927430895,8,L1
blue,incong,green,1,0.688326504,8,L1
green,cong,green,1,0.572961589,8,L1
blue,cong,blue,1,0.524755287,8,L1
blue,cong,blue,1,0.565013762,8,L1
green,incong,red,1,0.421968215,8,L1
red,incong,green,1,0.572790423,8,L1
red,cong,red,1,0.564965687,8,L1
blue,incong,green,1,0.799922976,8,L1
red,cong,red,1,0.561513141,8,L1
green,cong,green,1,0.690867604,8,L1
red,incong,blue,1,0.543217936,8,L1
blue,cong,blue,1,1.104069841,8,L1
blue,incong,red,1,0.612656023,8,L1
green,cong,green,1,0.660578065,8,L1
green,incong,blue,1,1.112646242,8,L1
red,incong,blue,1,0.810078647,8,L1
red,incong,green,1,0.795610261,8,L1
green,incong,blue,1,1.074407066,8,L1
green,cong,green,0,0.56455893,8,L1
blue,cong,blue,1,1.40129107,8,L1
blue,incong,red,1,0.693752787,8,L1
red,cong,red,0,1.275145599,8,L1
green,incong,red,1,0.625717283,8,L1
red,cong,red,1,0.446426039,8,L1
green,cong,green,1,0.573379099,8,L1
blue,incong,green,1,0.645464489,8,L1
blue,cong,blue,1,0.603144199,8,L1
red,cong,red,1,0.627965684,8,L1
green,cong,green,1,0.632293216,8,L1
blue,incong,red,1,0.585356865,8,L1
blue,incong,green,1,1.278893267,8,L1
red,cong,red,1,0.942397923,8,L1
blue,cong,blue,1,0.524228573,8,L1
red,incong,green,1,0.814760114,8,L1
blue,cong,blue,1,0.536626464,8,L1
green,cong,green,1,0.735965083,8,L1
red,incong,blue,1,1.021009,8,L1
green,incong,red,1,0.549072153,8,L1
green,incong,blue,1,1.206722218,8,L1
green,cong,green,1,2.060593805,9,L1
green,incong,red,1,1.572438889,9,L1
blue,cong,blue,1,1.837102095,9,L1
red,incong,blue,1,1.461437554,9,L1
red,cong,red,1,1.223607672,9,L1
blue,incong,red,1,1.09691472,9,L1
blue,cong,blue,1,1.565761011,9,L1
red,cong,red,1,1.04384093,9,L1
green,incong,blue,1,1.415568223,9,L1
green,cong,green,1,1.477571334,9,L1
red,incong,green,1,1.184396168,9,L1
blue,incong,green,1,1.474089923,9,L1
blue,cong,blue,1,1.897407777,9,L1
red,cong,red,1,1.202804801,9,L1
green,cong,green,1,0.899474386,9,L1
red,incong,green,1,0.887637895,9,L1
green,cong,green,1,1.001864941,9,L1
blue,incong,green,1,1.08178886,9,L1
red,cong,red,1,0.794877869,9,L1
blue,cong,blue,1,0.814870752,9,L1
green,incong,red,1,1.351135687,9,L1
blue,incong,red,1,0.990145148,9,L1
red,incong,blue,1,1.538185591,9,L1
green,incong,blue,1,0.863871985,9,L1
green,incong,red,1,1.397212996,9,L1
green,incong,blue,1,1.704949706,9,L1
red,cong,red,1,1.220215116,9,L1
red,incong,blue,1,0.857357526,9,L1
red,incong,green,1,0.706065991,9,L1
blue,incong,green,1,0.872047554,9,L1
green,cong,green,1,1.00939123,9,L1
blue,cong,blue,1,0.872667323,9,L1
blue,incong,red,1,0.833185317,9,L1
blue,cong,blue,1,1.316195792,9,L1
green,cong,green,1,1.019595016,9,L1
red,cong,red,1,1.630072852,9,L1
red,incong,blue,1,1.20453942,9,L1
green,cong,green,1,0.90820572,9,L1
blue,cong,blue,1,1.360725831,9,L1
green,cong,green,1,1.585883453,9,L1
blue,incong,green,1,1.369196863,9,L1
red,cong,red,1,1.838364566,9,L1
green,incong,red,1,1.405623147,9,L1
green,incong,blue,1,1.305400724,9,L1
blue,incong,red,1,1.977197197,9,L1
red,cong,red,1,1.183052553,9,L1
blue,cong,blue,1,1.227666002,9,L1
red,incong,green,1,1.474373112,9,L1
green,incong,red,1,0.461829715,9,L1
blue,incong,green,1,4.398028134,9,L1
blue,cong,blue,1,0.795821074,9,L1
red,incong,blue,1,0.835251747,9,L1
blue,incong,red,1,1.468478538,9,L1
green,cong,green,1,1.190726998,9,L1
red,cong,red,1,1.304012832,9,L1
green,incong,blue,1,1.192983314,9,L1
red,incong,green,1,1.071261199,9,L1
green,cong,green,1,0.943098215,9,L1
blue,cong,blue,1,1.085282374,9,L1
red,cong,red,1,1.00025241,9,L1
blue,incong,red,1,1.812772584,10,L1
red,cong,red,1,2.336497467,10,L1
green,cong,green,1,4.474728245,10,L1
blue,cong,blue,1,1.396491009,10,L1
green,cong,green,1,1.140921831,10,L1
red,incong,green,1,0.874045002,10,L1
blue,cong,blue,1,1.027642511,10,L1
green,incong,blue,1,1.954755211,10,L1
red,incong,blue,1,1.905837742,10,L1
green,incong,red,1,0.96375593,10,L1
blue,incong,green,1,1.261228837,10,L1
red,cong,red,1,0.996914104,10,L1
green,incong,blue,1,1.976131306,10,L1
red,cong,red,1,0.981380601,10,L1
blue,incong,green,0,1.140176078,10,L1
green,incong,red,1,1.376876964,10,L1
blue,cong,blue,1,0.943680476,10,L1
blue,incong,red,1,1.221852099,10,L1
blue,cong,blue,1,2.196108999,10,L1
red,cong,red,1,0.986630447,10,L1
red,incong,blue,1,1.247441821,10,L1
green,cong,green,1,0.702028732,10,L1
red,incong,green,1,0.816866102,10,L1
green,cong,green,1,0.483697948,10,L1
green,incong,blue,1,0.867625432,10,L1
blue,incong,red,1,1.142066806,10,L1
blue,cong,blue,1,0.943463971,10,L1
green,cong,green,1,0.745038291,10,L1
red,incong,green,1,0.770058835,10,L1
green,incong,red,1,1.168287094,10,L1
blue,incong,green,1,0.905586163,10,L1
red,cong,red,1,1.019395567,10,L1
green,cong,green,1,1.202668298,10,L1
blue,cong,blue,1,0.912157401,10,L1
red,cong,red,1,0.878005931,10,L1
red,incong,blue,1,1.289485122,10,L1
blue,incong,red,1,1.905118573,10,L1
red,incong,blue,1,1.475457845,10,L1
green,incong,red,0,0.925075794,10,L1
green,cong,green,1,0.867359086,10,L1
red,incong,green,1,0.798221055,10,L1
green,cong,green,1,0.569435753,10,L1
blue,cong,blue,1,1.344349497,10,L1
blue,incong,green,1,0.904168428,10,L1
red,cong,red,1,0.784921584,10,L1
blue,cong,blue,1,0.844360707,10,L1
red,cong,red,1,0.931664404,10,L1
green,incong,blue,0,1.743983208,10,L1
blue,cong,blue,1,0.954950749,10,L1
red,cong,red,1,0.709582117,10,L1
green,cong,green,1,0.855918794,10,L1
green,incong,blue,1,0.943695055,10,L1
blue,incong,green,1,1.323352668,10,L1
red,incong,blue,1,1.062128637,10,L1
red,incong,green,1,1.001853184,10,L1
green,incong,red,1,0.720508387,10,L1
blue,incong,red,1,1.602416622,10,L1
green,cong,green,1,1.300083525,10,L1
blue,cong,blue,1,0.703255293,10,L1
red,cong,red,1,0.728248064,10,L1
blue,cong,blue,1,1.105051963,11,L1
blue,incong,green,1,1.237029988,11,L1
green,cong,green,1,0.921048314,11,L1
red,cong,red,1,0.924760278,11,L1
red,incong,green,1,0.819202348,11,L1
red,cong,red,1,1.251859302,11,L1
red,incong,blue,1,1.071389093,11,L1
green,cong,green,1,0.457759565,11,L1
blue,incong,red,1,1.684311338,11,L1
